t,det_idx,label,x,y,z,matched_gt,gt_dist,is_fp
1784267563.289,0,obj_0,2.7910,-0.9334,1.1937,obj_0,0.0686389021772871,0
1784267563.289,1,obj_1,2.8890,-0.6032,1.0860,obj_1,0.014832041524333883,0
1784267563.289,2,obj_2,3.2614,-0.6382,1.1336,obj_2,0.02174592881643769,0
1784267563.289,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006584841762261501,0
1784267563.289,4,obj_4,1.4676,0.5971,1.0846,obj_4,0.021083118757938474,0
1784267563.289,5,obj_5,2.0108,0.6071,1.0256,obj_5,0.010691005035638777,0
1784267563.289,6,obj_6,0.0028,0.0006,1.0438,obj_6,0.004215801582675223,0
1784267563.289,7,obj_7,0.0082,0.3748,1.0279,obj_7,0.014950502875270997,0
1784267563.289,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267563.289,9,blue box,1.9123,-0.8019,0.7352,,,1
1784267563.395,0,obj_0,2.7916,-0.9333,1.1936,obj_0,0.06919351515735613,0
1784267563.395,1,obj_1,2.8891,-0.6032,1.0860,obj_1,0.014899871432446761,0
1784267563.395,2,obj_2,3.2615,-0.6381,1.1336,obj_2,0.021925390472498744,0
1784267563.395,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006615426607507044,0
1784267563.395,4,obj_4,1.4676,0.5971,1.0845,obj_4,0.021161070328555447,0
1784267563.395,5,obj_5,2.0108,0.6072,1.0256,obj_5,0.0107912072847368,0
1784267563.395,6,obj_6,0.0028,0.0006,1.0438,obj_6,0.004222434403790074,0
1784267563.395,7,obj_7,0.0082,0.3748,1.0279,obj_7,0.014960383511532421,0
1784267563.395,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267563.395,9,blue box,1.9123,-0.8019,0.7352,,,1
1784267563.885,0,obj_0,2.7918,-0.9332,1.1935,obj_0,0.06943506450780024,0
1784267563.885,1,obj_1,2.8892,-0.6033,1.0859,obj_1,0.01502294254691773,0
1784267563.885,2,obj_2,3.2615,-0.6382,1.1337,obj_2,0.021887736826566105,0
1784267563.885,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006631423949373782,0
1784267563.885,4,obj_4,1.4676,0.5972,1.0845,obj_4,0.02109202353376732,0
1784267563.885,5,obj_5,2.0108,0.6073,1.0256,obj_5,0.010842569110572794,0
1784267563.885,6,obj_6,0.0026,0.0002,1.0432,obj_6,0.004662551891096929,0
1784267563.885,7,obj_7,0.0084,0.3748,1.0280,obj_7,0.014743379088598551,0
1784267563.885,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267563.885,9,blue box,1.9124,-0.8019,0.7348,,,1
1784267564.386,0,obj_0,2.7919,-0.9332,1.1935,obj_0,0.06955587118489406,0
1784267564.386,1,obj_1,2.8892,-0.6033,1.0859,obj_1,0.015084515157629852,0
1784267564.386,2,obj_2,3.2615,-0.6382,1.1337,obj_2,0.021869068460944014,0
1784267564.386,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006639425271321906,0
1784267564.386,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021057537070399496,0
1784267564.386,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010868270035965388,0
1784267564.386,6,obj_6,0.0025,0.0000,1.0430,obj_6,0.004904898474641059,0
1784267564.386,7,obj_7,0.0085,0.3748,1.0280,obj_7,0.014634897993780281,0
1784267564.386,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267564.386,9,blue box,1.9124,-0.8019,0.7347,,,1
1784267564.889,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06961628247532005,0
1784267564.889,1,obj_1,2.8893,-0.6033,1.0859,obj_1,0.015115310594303825,0
1784267564.889,2,obj_2,3.2615,-0.6382,1.1337,obj_2,0.02185977401112848,0
1784267564.889,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006643426592256,0
1784267564.889,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021040303125206425,0
1784267564.889,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010881125460428022,0
1784267564.889,6,obj_6,0.0024,-0.0000,1.0428,obj_6,0.005030725941472263,0
1784267564.889,7,obj_7,0.0086,0.3748,1.0280,obj_7,0.014580662863010605,0
1784267564.889,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267564.889,9,blue box,1.9125,-0.8019,0.7346,,,1
1784267565.385,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06964649010246776,0
1784267565.385,1,obj_1,2.8893,-0.6033,1.0859,obj_1,0.015130710579209856,0
1784267565.385,2,obj_2,3.2615,-0.6382,1.1337,obj_2,0.02185513673427083,0
1784267565.385,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.00664542741736552,0
1784267565.385,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021031688480892024,0
1784267565.385,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010887554407975255,0
1784267565.385,6,obj_6,0.0024,-0.0001,1.0428,obj_6,0.005094703570697562,0
1784267565.385,7,obj_7,0.0086,0.3748,1.0280,obj_7,0.014553546669448476,0
1784267565.385,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267565.385,9,blue box,1.9125,-0.8019,0.7345,,,1
1784267565.881,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06966159441077331,0
1784267565.881,1,obj_1,2.8893,-0.6033,1.0859,obj_1,0.015138411136287888,0
1784267565.881,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.021852820584702427,0
1784267565.881,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006646427871037597,0
1784267565.881,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021027381741640025,0
1784267565.881,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010890769189939885,0
1784267565.881,6,obj_6,0.0024,-0.0001,1.0427,obj_6,0.0051269467910373505,0
1784267565.881,7,obj_7,0.0086,0.3748,1.0280,obj_7,0.01453998891786169,0
1784267565.881,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267565.881,9,blue box,1.9125,-0.8019,0.7345,,,1
1784267567.888,0,obj_0,2.7920,-0.9331,1.1933,obj_0,0.06966397114951456,0
1784267567.888,1,obj_1,2.8879,-0.6044,1.0858,obj_1,0.014739101212691884,0
1784267567.888,2,obj_2,3.2617,-0.6381,1.1337,obj_2,0.02204620041236698,0
1784267567.888,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006646393728236494,0
1784267567.888,4,obj_4,1.4677,0.5973,1.0846,obj_4,0.020998539440094034,0
1784267567.888,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010893866552296546,0
1784267567.888,6,obj_6,0.0023,-0.0002,1.0426,obj_6,0.0052362123981747125,0
1784267567.888,7,obj_7,0.0091,0.3751,1.0278,obj_7,0.01410765079135489,0
1784267567.888,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267567.888,9,blue box,1.9120,-0.8019,0.7353,,,1
1784267568.380,0,obj_0,2.7920,-0.9331,1.1932,obj_0,0.06965861388833368,0
1784267568.380,1,obj_1,2.8872,-0.6049,1.0858,obj_1,0.014609488105065821,0
1784267568.380,2,obj_2,3.2617,-0.6380,1.1337,obj_2,0.022143940271957596,0
1784267568.380,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006645942585601704,0
1784267568.380,4,obj_4,1.4677,0.5973,1.0846,obj_4,0.02098600814479916,0
1784267568.380,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010894008798190167,0
1784267568.380,6,obj_6,0.0023,-0.0003,1.0426,obj_6,0.005277670066114494,0
1784267568.380,7,obj_7,0.0093,0.3753,1.0277,obj_7,0.013902012727724476,0
1784267568.380,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267568.380,9,blue box,1.9118,-0.8019,0.7357,,,1
1784267568.879,0,obj_0,2.7920,-0.9331,1.1932,obj_0,0.0696559509218449,0
1784267568.879,1,obj_1,2.8868,-0.6051,1.0858,obj_1,0.014563686934880252,0
1784267568.879,2,obj_2,3.2618,-0.6380,1.1337,obj_2,0.0221928193857714,0
1784267568.879,3,obj_3,1.7715,-0.9659,1.2366,obj_3,0.006645717924121622,0
1784267568.879,4,obj_4,1.4677,0.5973,1.0846,obj_4,0.020979743954334593,0
1784267568.879,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010894079950135539,0
1784267568.879,6,obj_6,0.0022,-0.0003,1.0426,obj_6,0.005298641889388241,0
1784267568.879,7,obj_7,0.0094,0.3754,1.0277,obj_7,0.013800403896406377,0
1784267568.879,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267568.879,9,blue box,1.9117,-0.8019,0.7359,,,1
1784267569.381,0,obj_0,2.7920,-0.9331,1.1933,obj_0,0.06971304700919884,0
1784267569.381,1,obj_1,2.8867,-0.6053,1.0857,obj_1,0.014625566938731417,0
1784267569.381,2,obj_2,3.2618,-0.6380,1.1337,obj_2,0.02218078542487031,0
1784267569.381,3,obj_3,1.7716,-0.9659,1.2358,obj_3,0.007446560272318081,0
1784267569.381,4,obj_4,1.4677,0.5973,1.0847,obj_4,0.020876842007816185,0
1784267569.381,5,obj_5,2.0109,0.6074,1.0256,obj_5,0.010970632925283655,0
1784267569.381,6,obj_6,0.0022,-0.0003,1.0425,obj_6,0.005305359512314949,0
1784267569.381,7,obj_7,0.0095,0.3754,1.0276,obj_7,0.013757530107533592,0
1784267569.381,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267569.381,9,blue box,1.9117,-0.8019,0.7359,,,1
1784267569.884,0,obj_0,2.7921,-0.9331,1.1933,obj_0,0.06974162377942437,0
1784267569.884,1,obj_1,2.8866,-0.6054,1.0857,obj_1,0.014658417401106552,0
1784267569.884,2,obj_2,3.2618,-0.6380,1.1337,obj_2,0.022174779046088635,0
1784267569.884,3,obj_3,1.7716,-0.9660,1.2354,obj_3,0.007848141650030066,0
1784267569.884,4,obj_4,1.4677,0.5973,1.0848,obj_4,0.02082539816801576,0
1784267569.884,5,obj_5,2.0109,0.6075,1.0256,obj_5,0.011009151482194697,0
1784267569.884,6,obj_6,0.0022,-0.0003,1.0425,obj_6,0.005308731985525879,0
1784267569.884,7,obj_7,0.0095,0.3755,1.0276,obj_7,0.013736346509112584,0
1784267569.884,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267569.884,9,blue box,1.9117,-0.8019,0.7359,,,1
1784267570.385,0,obj_0,2.7921,-0.9331,1.1933,obj_0,0.06975591933587962,0
1784267570.385,1,obj_1,2.8865,-0.6055,1.0857,obj_1,0.01467531655984312,0
1784267570.385,2,obj_2,3.2618,-0.6380,1.1336,obj_2,0.022171778509629137,0
1784267570.385,3,obj_3,1.7716,-0.9660,1.2351,obj_3,0.008049171778258256,0
1784267570.385,4,obj_4,1.4677,0.5973,1.0848,obj_4,0.020799678046918284,0
1784267570.385,5,obj_5,2.0109,0.6075,1.0256,obj_5,0.011028470539366772,0
1784267570.385,6,obj_6,0.0022,-0.0003,1.0425,obj_6,0.005310421629984179,0
1784267570.385,7,obj_7,0.0095,0.3755,1.0276,obj_7,0.013725818376984972,0
1784267570.385,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267570.886,0,obj_0,2.7921,-0.9331,1.1933,obj_0,0.06976306890565716,0
1784267570.886,1,obj_1,2.8865,-0.6055,1.0856,obj_1,0.014683884147196763,0
1784267570.886,2,obj_2,3.2618,-0.6380,1.1336,obj_2,0.022170278904946262,0
1784267570.886,3,obj_3,1.7716,-0.9660,1.2350,obj_3,0.008149741535774338,0
1784267570.886,4,obj_4,1.4677,0.5973,1.0848,obj_4,0.02078681843801803,0
1784267570.886,5,obj_5,2.0109,0.6075,1.0256,obj_5,0.011038144921155629,0
1784267570.886,6,obj_6,0.0022,-0.0003,1.0425,obj_6,0.005311267303228548,0
1784267570.886,7,obj_7,0.0095,0.3755,1.0276,obj_7,0.013720570270503196,0
1784267570.886,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267571.880,0,obj_0,2.7921,-0.9331,1.1934,obj_0,0.06973611102930855,0
1784267571.880,1,obj_1,2.8878,-0.6043,1.0859,obj_1,0.014611896919422905,0
1784267571.880,2,obj_2,3.2617,-0.6380,1.1339,obj_2,0.02208901737773122,0
1784267571.880,3,obj_3,1.7715,-0.9660,1.2358,obj_3,0.0073956035655600725,0
1784267571.880,4,obj_4,1.4677,0.5972,1.0847,obj_4,0.020908253656078585,0
1784267571.880,5,obj_5,2.0108,0.6077,1.0254,obj_5,0.011258196865466526,0
1784267571.880,6,obj_6,0.0023,-0.0003,1.0426,obj_6,0.00527644612257147,0
1784267571.880,7,obj_7,0.0088,0.3754,1.0277,obj_7,0.014400182617031694,0
1784267571.880,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267571.880,9,blue box,1.9083,-0.8018,0.7456,,,1
1784267572.382,0,obj_0,2.7921,-0.9331,1.1934,obj_0,0.06972084893311793,0
1784267572.382,1,obj_1,2.8884,-0.6037,1.0860,obj_1,0.014651833996211071,0
1784267572.382,2,obj_2,3.2616,-0.6380,1.1340,obj_2,0.022049557382307038,0
1784267572.382,3,obj_3,1.7714,-0.9660,1.2362,obj_3,0.006995675037400185,0
1784267572.382,4,obj_4,1.4677,0.5972,1.0847,obj_4,0.020972215813062512,0
1784267572.382,5,obj_5,2.0108,0.6077,1.0254,obj_5,0.011366100852971031,0
1784267572.382,6,obj_6,0.0023,-0.0003,1.0426,obj_6,0.005258849600279224,0
1784267572.382,7,obj_7,0.0084,0.3753,1.0278,obj_7,0.014743869370865382,0
1784267572.382,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267572.382,9,blue box,1.9083,-0.8018,0.7456,,,1
1784267572.890,0,obj_0,2.7921,-0.9331,1.1934,obj_0,0.06971321900044941,0
1784267572.890,1,obj_1,2.8887,-0.6034,1.0861,obj_1,0.014691229414203208,0
1784267572.890,2,obj_2,3.2616,-0.6380,1.1340,obj_2,0.022030027625866356,0
1784267572.890,3,obj_3,1.7714,-0.9660,1.2364,obj_3,0.006796401183075967,0
1784267572.890,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.02100420423799678,0
1784267572.890,5,obj_5,2.0108,0.6078,1.0253,obj_5,0.011420124996333516,0
1784267572.890,6,obj_6,0.0023,-0.0003,1.0426,obj_6,0.005250057812382649,0
1784267572.890,7,obj_7,0.0082,0.3753,1.0278,obj_7,0.014916303658068715,0
1784267572.890,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267572.890,9,blue box,1.9083,-0.8018,0.7456,,,1
1784267573.388,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06970940431307873,0
1784267573.388,1,obj_1,2.8888,-0.6033,1.0861,obj_1,0.014715743946648615,0
1784267573.388,2,obj_2,3.2616,-0.6380,1.1340,obj_2,0.022020312963756557,0
1784267573.388,3,obj_3,1.7714,-0.9659,1.2365,obj_3,0.0066969548497341274,0
1784267573.388,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.02102020027729277,0
1784267573.388,5,obj_5,2.0108,0.6078,1.0253,obj_5,0.011447154807574283,0
1784267573.388,6,obj_6,0.0023,-0.0003,1.0426,obj_6,0.005245663546241604,0
1784267573.388,7,obj_7,0.0082,0.3753,1.0279,obj_7,0.015002662591619618,0
1784267573.388,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267573.388,9,blue box,1.9083,-0.8018,0.7456,,,1
1784267573.883,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06970749703914762,0
1784267573.883,1,obj_1,2.8889,-0.6032,1.0862,obj_1,0.014729198748547914,0
1784267573.883,2,obj_2,3.2616,-0.6380,1.1341,obj_2,0.022015468206142946,0
1784267573.883,3,obj_3,1.7714,-0.9659,1.2366,obj_3,0.006647281827662251,0
1784267573.883,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021028198752432076,0
1784267573.883,5,obj_5,2.0108,0.6078,1.0253,obj_5,0.01146067411148199,0
1784267573.883,6,obj_6,0.0023,-0.0003,1.0426,obj_6,0.00524346682131677,0
1784267573.883,7,obj_7,0.0081,0.3752,1.0279,obj_7,0.01504587679407091,0
1784267573.883,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267573.883,9,blue box,1.9083,-0.8018,0.7456,,,1
1784267574.386,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06970654341962272,0
1784267574.386,1,obj_1,2.8890,-0.6032,1.0862,obj_1,0.014736224597979155,0
1784267574.386,2,obj_2,3.2616,-0.6380,1.1341,obj_2,0.022013048973119377,0
1784267574.386,3,obj_3,1.7714,-0.9659,1.2366,obj_3,0.006622458181963509,0
1784267574.386,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021032198103723088,0
1784267574.386,5,obj_5,2.0108,0.6078,1.0253,obj_5,0.01146743485847082,0
1784267574.386,6,obj_6,0.0023,-0.0003,1.0426,obj_6,0.0052423685610402905,0
1784267574.386,7,obj_7,0.0081,0.3752,1.0279,obj_7,0.015067492492062623,0
1784267574.386,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267574.386,9,blue box,1.9083,-0.8018,0.7456,,,1
1784267574.885,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06969217113637434,0
1784267574.885,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014792477414734544,0
1784267574.885,2,obj_2,3.2616,-0.6381,1.1339,obj_2,0.021924678642499966,0
1784267574.885,3,obj_3,1.7714,-0.9660,1.2366,obj_3,0.006672073659987774,0
1784267574.885,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021020556373290394,0
1784267574.885,5,obj_5,2.0108,0.6076,1.0254,obj_5,0.011171807857138075,0
1784267574.885,6,obj_6,0.0023,-0.0002,1.0427,obj_6,0.005175129446149049,0
1784267574.885,7,obj_7,0.0081,0.3751,1.0279,obj_7,0.015078206774873227,0
1784267574.885,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267574.885,9,blue box,1.9085,-0.8018,0.7451,,,1
1784267575.387,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06968498518375325,0
1784267575.387,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014820625620512697,0
1784267575.387,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.02188094882781984,0
1784267575.387,3,obj_3,1.7714,-0.9660,1.2365,obj_3,0.006696882314221429,0
1784267575.387,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021014749265330663,0
1784267575.387,5,obj_5,2.0108,0.6074,1.0255,obj_5,0.01102415188978661,0
1784267575.387,6,obj_6,0.0024,-0.0002,1.0427,obj_6,0.005141989455257465,0
1784267575.387,7,obj_7,0.0081,0.3751,1.0279,obj_7,0.015083960123199604,0
1784267575.387,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267575.387,9,blue box,1.9087,-0.8018,0.7448,,,1
1784267575.883,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06968139225471083,0
1784267575.883,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014834705136569048,0
1784267575.883,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.021859198557283865,0
1784267575.883,3,obj_3,1.7714,-0.9660,1.2365,obj_3,0.006709286867182504,0
1784267575.883,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021011849153993685,0
1784267575.883,5,obj_5,2.0109,0.6074,1.0256,obj_5,0.010950365148607847,0
1784267575.883,6,obj_6,0.0024,-0.0002,1.0427,obj_6,0.005125542074389642,0
1784267575.883,7,obj_7,0.0081,0.3750,1.0279,obj_7,0.015086935719163643,0
1784267575.883,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267575.883,9,blue box,1.9088,-0.8018,0.7446,,,1
1784267576.386,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967959580200869,0
1784267576.386,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014841746243396408,0
1784267576.386,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.021848352181205344,0
1784267576.386,3,obj_3,1.7714,-0.9660,1.2365,obj_3,0.006715489199759053,0
1784267576.386,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021010399959401967,0
1784267576.386,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010913482332664625,0
1784267576.386,6,obj_6,0.0024,-0.0002,1.0427,obj_6,0.0051173493830702224,0
1784267576.386,7,obj_7,0.0081,0.3750,1.0279,obj_7,0.015088448230667897,0
1784267576.386,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267576.386,9,blue box,1.9088,-0.8018,0.7446,,,1
1784267576.879,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.0696786975786129,0
1784267576.879,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014845267133450296,0
1784267576.879,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.021842936195467354,0
1784267576.879,3,obj_3,1.7714,-0.9660,1.2365,obj_3,0.006718590380026169,0
1784267576.879,4,obj_4,1.4677,0.5972,1.0846,obj_4,0.021009675577427365,0
1784267576.879,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010895043594620972,0
1784267576.879,6,obj_6,0.0024,-0.0002,1.0427,obj_6,0.005113260830690011,0
1784267576.879,7,obj_7,0.0081,0.3750,1.0279,obj_7,0.015089210662641855,0
1784267576.879,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267576.879,9,blue box,1.9088,-0.8018,0.7445,,,1
1784267578.382,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967791163475733,0
1784267578.382,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014848348096177952,0
1784267578.382,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.021838201150491742,0
1784267578.382,3,obj_3,1.7712,-0.9660,1.2372,obj_3,0.006109301218102163,0
1784267578.382,4,obj_4,1.4676,0.5973,1.0846,obj_4,0.020976362363675918,0
1784267578.382,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.01089721640599012,0
1784267578.382,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005069707240720924,0
1784267578.382,7,obj_7,0.0081,0.3750,1.0279,obj_7,0.015047674213283634,0
1784267578.382,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267578.382,9,blue box,1.9088,-0.8018,0.7445,,,1
1784267578.884,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967785549596803,0
1784267578.884,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014848568171510177,0
1784267578.884,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.021837863073866072,0
1784267578.884,3,obj_3,1.7711,-0.9661,1.2375,obj_3,0.005808526282778117,0
1784267578.884,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020960037016505832,0
1784267578.884,5,obj_5,2.0109,0.6073,1.0256,obj_5,0.010905226594535841,0
1784267578.884,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005049478758108556,0
1784267578.884,7,obj_7,0.0081,0.3750,1.0280,obj_7,0.01502665541151638,0
1784267578.884,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267578.884,9,blue box,1.9088,-0.8018,0.7445,,,1
1784267579.385,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967782742657647,0
1784267579.385,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014848678209504319,0
1784267579.385,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.021837694042598922,0
1784267579.385,3,obj_3,1.7711,-0.9661,1.2376,obj_3,0.005659631966831465,0
1784267579.385,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020951889299528736,0
1784267579.385,5,obj_5,2.0109,0.6074,1.0256,obj_5,0.01090923414344947,0
1784267579.385,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005039368779656312,0
1784267579.385,7,obj_7,0.0081,0.3750,1.0280,obj_7,0.01501615522700792,0
1784267579.385,8,gray scissors,0.3353,0.4276,1.7842,,,1
1784267579.385,9,blue box,1.9088,-0.8018,0.7445,,,1
1784267579.879,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967781339188117,0
1784267579.879,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.014848733228583669,0
1784267579.879,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.02183760952872634,0
1784267579.879,3,obj_3,1.7711,-0.9661,1.2377,obj_3,0.005585593011592195,0
1784267579.879,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.02094781918528489,0
1784267579.879,5,obj_5,2.0109,0.6074,1.0256,obj_5,0.010911238530777733,0
1784267579.879,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005034314863635124,0
1784267579.879,7,obj_7,0.0081,0.3750,1.0280,obj_7,0.015010907444489734,0
1784267579.879,8,gray scissors,1.9088,-0.8018,0.7445,,,1
1784267580.385,0,obj_0,2.7920,-0.9331,1.1934,obj_0,0.06967780637453394,0
1784267580.385,1,obj_1,2.8890,-0.6032,1.0861,obj_1,0.01484876073814363,0
1784267580.385,2,obj_2,3.2615,-0.6382,1.1338,obj_2,0.021837567272230372,0
1784267580.385,3,obj_3,1.7710,-0.9661,1.2378,obj_3,0.005548680357232674,0
1784267580.385,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.02094578506486088,0
1784267580.385,5,obj_5,2.0109,0.6074,1.0256,obj_5,0.01091224087756128,0
1784267580.385,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005031788174869108,0
1784267580.385,7,obj_7,0.0081,0.3751,1.0280,obj_7,0.015008284131371417,0
1784267580.385,8,blue box,1.9088,-0.8018,0.7445,,,1
1784267585.880,0,obj_0,2.7921,-0.9331,1.1933,obj_0,0.0697506149814958,0
1784267585.880,1,obj_1,2.8880,-0.6052,1.0858,obj_1,0.01537488887162118,0
1784267585.880,2,obj_2,3.2616,-0.6383,1.1336,obj_2,0.021875673886703747,0
1784267585.880,3,obj_3,1.7711,-0.9661,1.2378,obj_3,0.0054663767157224295,0
1784267585.880,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020927240060728356,0
1784267585.880,5,obj_5,2.0109,0.6071,1.0256,obj_5,0.01068208619367703,0
1784267585.880,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005037127174651627,0
1784267585.880,7,obj_7,0.0084,0.3750,1.0280,obj_7,0.014729034343552124,0
1784267585.880,8,blue box,1.9115,-0.8019,0.7382,,,1
1784267586.382,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.06978709085054054,0
1784267586.382,1,obj_1,2.8875,-0.6061,1.0856,obj_1,0.015747338324283666,0
1784267586.382,2,obj_2,3.2616,-0.6383,1.1335,obj_2,0.021895401855948137,0
1784267586.382,3,obj_3,1.7711,-0.9661,1.2378,obj_3,0.005443932536684852,0
1784267586.382,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020918986923746302,0
1784267586.382,5,obj_5,2.0108,0.6069,1.0255,obj_5,0.010567956402296207,0
1784267586.382,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005041080652741884,0
1784267586.382,7,obj_7,0.0086,0.3749,1.0280,obj_7,0.014590993726788513,0
1784267586.382,8,blue box,1.9128,-0.8019,0.7350,,,1
1784267586.880,0,obj_0,2.7921,-0.9331,1.1932,obj_0,0.0698053457690378,0
1784267586.880,1,obj_1,2.8872,-0.6066,1.0855,obj_1,0.015958842991885384,0
1784267586.880,2,obj_2,3.2616,-0.6383,1.1335,obj_2,0.021905428718455223,0
1784267586.880,3,obj_3,1.7712,-0.9661,1.2379,obj_3,0.005432788018165625,0
1784267586.880,4,obj_4,1.4676,0.5973,1.0847,obj_4,0.020914861258999634,0
1784267586.880,5,obj_5,2.0108,0.6068,1.0255,obj_5,0.010511267381246048,0
1784267586.880,6,obj_6,0.0024,-0.0002,1.0428,obj_6,0.005043062866083204,0
